Time,CO₂(ppm),Temperature(°C),Humidity(%),Pressure(hPa)
1/16/2021 12:42:06 p. m.,"400","25.7","35","946"
1/16/2021 12:43:06 p. m.,"391","25.8","35","946"
1/16/2021 12:44:06 p. m.,"389","25.8","35","946"
1/16/2021 12:45:06 p. m.,"395","25.8","35","946"
1/16/2021 12:46:06 p. m.,"429","25.8","35","946"
1/16/2021 12:47:06 p. m.,"410","25.9","35","946"
1/16/2021 12:48:06 p. m.,"427","25.9","35","946"
1/16/2021 12:49:06 p. m.,"429","25.9","35","946"
1/16/2021 12:50:06 p. m.,"416","26.0","35","946"
1/16/2021 12:51:06 p. m.,"423","26.0","35","946"
1/16/2021 12:52:06 p. m.,"424","26.0","35","946"
1/16/2021 12:53:06 p. m.,"414","26.1","35","946"
1/16/2021 12:54:06 p. m.,"408","26.1","35","946"
1/16/2021 12:55:06 p. m.,"404","26.1","35","946"
1/16/2021 12:56:06 p. m.,"396","26.1","34","946"
1/16/2021 12:57:06 p. m.,"406","26.2","34","946"
1/16/2021 12:58:06 p. m.,"412","26.2","34","946"
1/16/2021 12:59:06 p. m.,"409","26.3","34","946"
1/16/2021 1:00:06 p. m.,"396","26.3","34","946"
1/16/2021 1:01:06 p. m.,"392","26.3","34","946"
1/16/2021 1:02:06 p. m.,"395","26.3","34","946"
1/16/2021 1:03:06 p. m.,"413","26.3","34","946"
1/16/2021 1:04:06 p. m.,"388","26.3","34","946"
1/16/2021 1:05:06 p. m.,"468","26.4","34","946"
1/16/2021 1:06:06 p. m.,"426","26.4","34","946"
1/16/2021 1:07:06 p. m.,"422","26.4","34","946"
1/16/2021 1:08:06 p. m.,"408","26.5","34","946"
1/16/2021 1:09:06 p. m.,"406","26.5","34","946"
1/16/2021 1:10:06 p. m.,"404","26.5","34","946"
1/16/2021 1:11:06 p. m.,"409","26.5","34","946"
1/16/2021 1:12:06 p. m.,"396","26.6","34","946"
1/16/2021 1:13:06 p. m.,"394","26.6","34","946"
1/16/2021 1:14:06 p. m.,"396","26.6","34","946"
1/16/2021 1:15:06 p. m.,"394","26.6","34","946"
1/16/2021 1:16:06 p. m.,"407","26.6","34","946"
1/16/2021 1:17:06 p. m.,"397","26.6","34","946"
1/16/2021 1:18:06 p. m.,"413","26.7","34","946"
1/16/2021 1:19:06 p. m.,"392","26.7","34","946"
1/16/2021 1:20:06 p. m.,"365","26.7","33","946"
1/16/2021 1:21:06 p. m.,"368","26.7","33","946"
1/16/2021 1:22:06 p. m.,"384","26.7","33","946"
1/16/2021 1:23:06 p. m.,"376","26.7","33","946"
1/16/2021 1:24:06 p. m.,"366","26.7","33","946"
1/16/2021 1:25:06 p. m.,"375","26.7","33","946"
1/16/2021 1:26:06 p. m.,"366","26.8","33","946"
1/16/2021 1:27:06 p. m.,"379","26.8","33","946"
1/16/2021 1:28:06 p. m.,"360","26.8","33","946"
1/16/2021 1:29:06 p. m.,"368","26.8","33","946"
1/16/2021 1:30:06 p. m.,"387","26.8","33","946"
1/16/2021 1:31:06 p. m.,"375","26.8","33","946"
1/16/2021 1:32:06 p. m.,"382","26.8","33","946"
1/16/2021 1:33:06 p. m.,"370","26.9","33","946"
1/16/2021 1:34:06 p. m.,"365","26.8","33","946"
1/16/2021 1:35:06 p. m.,"349","26.8","33","946"
1/16/2021 1:36:06 p. m.,"359","26.8","33","946"
1/16/2021 1:37:06 p. m.,"370","26.8","33","946"
1/16/2021 1:38:06 p. m.,"370","26.8","33","946"
1/16/2021 1:39:06 p. m.,"367","26.8","33","946"
1/16/2021 1:40:06 p. m.,"369","26.8","33","946"
1/16/2021 1:41:06 p. m.,"372","26.8","33","946"
1/16/2021 1:42:06 p. m.,"356","26.8","33","946"
1/16/2021 1:43:06 p. m.,"365","26.8","33","946"
1/16/2021 1:44:06 p. m.,"369","26.8","33","946"
1/16/2021 1:45:06 p. m.,"373","26.8","33","946"
1/16/2021 1:46:06 p. m.,"403","26.8","33","946"
1/16/2021 1:47:06 p. m.,"415","26.8","33","946"
1/16/2021 1:48:06 p. m.,"490","26.9","34","946"
1/16/2021 1:49:06 p. m.,"454","26.9","33","946"
1/16/2021 1:50:06 p. m.,"455","26.9","34","946"
1/16/2021 1:51:06 p. m.,"465","26.9","33","946"
1/16/2021 1:52:06 p. m.,"456","26.9","34","946"
1/16/2021 1:53:06 p. m.,"462","27.0","34","946"
1/16/2021 1:54:06 p. m.,"453","27.0","33","946"
1/16/2021 1:55:06 p. m.,"437","27.0","33","946"
1/16/2021 1:56:06 p. m.,"421","27.0","33","946"
1/16/2021 1:57:06 p. m.,"431","27.0","33","946"
1/16/2021 1:58:06 p. m.,"430","27.1","33","946"
1/16/2021 1:59:06 p. m.,"425","27.1","33","946"
1/16/2021 2:00:06 p. m.,"437","27.1","33","946"
1/16/2021 2:01:06 p. m.,"420","27.2","33","946"
1/16/2021 2:02:06 p. m.,"388","27.2","33","946"
1/16/2021 2:03:06 p. m.,"395","27.2","33","946"
1/16/2021 2:04:06 p. m.,"391","27.2","32","946"
1/16/2021 2:05:06 p. m.,"405","27.3","33","946"
1/16/2021 2:06:06 p. m.,"386","27.3","32","946"
1/16/2021 2:07:06 p. m.,"401","27.3","32","946"
1/16/2021 2:08:06 p. m.,"399","27.3","32","946"
1/16/2021 2:09:06 p. m.,"398","27.3","32","946"
1/16/2021 2:10:06 p. m.,"417","27.3","32","946"
1/16/2021 2:11:06 p. m.,"405","27.4","33","946"
1/16/2021 2:12:06 p. m.,"444","27.4","33","946"
1/16/2021 2:13:06 p. m.,"422","27.4","33","946"
1/16/2021 2:14:06 p. m.,"391","27.4","32","946"
1/16/2021 2:15:06 p. m.,"394","27.5","32","946"
1/16/2021 2:16:06 p. m.,"407","27.5","32","946"
1/16/2021 2:17:06 p. m.,"435","27.5","32","946"
1/16/2021 2:18:06 p. m.,"420","27.5","32","946"
1/16/2021 2:19:06 p. m.,"422","27.6","33","946"
1/16/2021 2:20:06 p. m.,"401","27.6","32","946"
1/16/2021 2:21:06 p. m.,"407","27.6","32","946"
1/16/2021 2:22:06 p. m.,"408","27.6","32","946"
1/16/2021 2:23:06 p. m.,"406","27.6","32","946"
1/16/2021 2:24:06 p. m.,"403","27.7","32","946"
1/16/2021 2:25:06 p. m.,"408","27.7","32","946"
1/16/2021 2:26:06 p. m.,"410","27.7","32","946"
1/16/2021 2:27:06 p. m.,"419","27.7","32","946"
1/16/2021 2:28:06 p. m.,"407","27.7","32","946"
1/16/2021 2:29:06 p. m.,"385","27.7","31","946"
1/16/2021 2:30:06 p. m.,"397","27.8","31","946"
1/16/2021 2:31:06 p. m.,"394","27.8","31","946"
1/16/2021 2:32:06 p. m.,"456","27.8","31","946"
1/16/2021 2:33:06 p. m.,"444","27.8","31","946"
1/16/2021 2:34:06 p. m.,"411","27.8","31","946"
1/16/2021 2:35:06 p. m.,"410","27.8","31","946"
1/16/2021 2:36:06 p. m.,"417","27.9","31","946"
1/16/2021 2:37:06 p. m.,"438","27.9","31","946"
1/16/2021 2:38:06 p. m.,"421","27.9","31","946"
1/16/2021 2:39:06 p. m.,"408","27.9","31","946"
1/16/2021 2:40:06 p. m.,"385","27.9","31","946"
1/16/2021 2:41:06 p. m.,"368","28.0","31","946"
1/16/2021 2:42:06 p. m.,"375","27.9","31","946"
1/16/2021 2:43:06 p. m.,"360","27.9","31","946"
1/16/2021 2:44:06 p. m.,"367","28.0","31","946"
1/16/2021 2:45:06 p. m.,"354","28.0","30","946"
1/16/2021 2:46:06 p. m.,"352","28.0","30","946"
1/16/2021 2:47:06 p. m.,"357","28.0","30","946"
1/16/2021 2:48:06 p. m.,"362","27.9","30","946"
1/16/2021 2:49:06 p. m.,"413","28.0","30","946"
1/16/2021 2:50:06 p. m.,"495","27.9","30","946"
1/16/2021 2:51:06 p. m.,"425","28.0","30","946"
1/16/2021 2:52:06 p. m.,"383","27.9","30","946"
1/16/2021 2:53:06 p. m.,"397","28.0","30","946"
1/16/2021 2:54:06 p. m.,"383","28.0","30","946"
1/16/2021 2:55:06 p. m.,"359","28.0","30","946"
1/16/2021 2:56:06 p. m.,"379","28.0","30","946"
1/16/2021 2:57:06 p. m.,"369","28.0","30","946"
1/16/2021 2:58:06 p. m.,"367","28.0","30","946"
1/16/2021 2:59:06 p. m.,"364","28.0","30","946"
1/16/2021 3:00:06 p. m.,"370","28.0","30","946"
1/16/2021 3:01:06 p. m.,"364","28.0","30","946"
1/16/2021 3:02:06 p. m.,"353","28.0","30","946"
1/16/2021 3:03:06 p. m.,"373","28.0","30","946"
1/16/2021 3:04:06 p. m.,"375","28.0","29","946"
1/16/2021 3:05:06 p. m.,"359","28.0","29","946"
1/16/2021 3:06:06 p. m.,"356","28.0","29","946"
1/16/2021 3:07:06 p. m.,"388","28.0","30","946"
1/16/2021 3:08:06 p. m.,"372","28.0","29","946"
1/16/2021 3:09:06 p. m.,"366","28.0","29","946"
1/16/2021 3:10:06 p. m.,"363","27.9","30","946"
1/16/2021 3:11:06 p. m.,"386","27.9","30","946"
1/16/2021 3:12:06 p. m.,"355","28.0","30","946"
1/16/2021 3:13:06 p. m.,"354","27.9","30","946"
1/16/2021 3:14:06 p. m.,"369","28.0","30","946"
1/16/2021 3:15:06 p. m.,"367","28.0","30","946"
1/16/2021 3:16:06 p. m.,"357","27.9","30","946"
1/16/2021 3:17:06 p. m.,"366","27.9","29","946"
1/16/2021 3:18:06 p. m.,"362","27.9","29","946"
1/16/2021 3:19:06 p. m.,"372","27.9","29","946"
1/16/2021 3:20:06 p. m.,"360","27.9","29","946"
1/16/2021 3:21:06 p. m.,"363","27.9","29","946"
1/16/2021 3:22:06 p. m.,"373","27.9","29","946"
1/16/2021 3:23:06 p. m.,"363","27.9","29","946"
1/16/2021 3:24:06 p. m.,"378","27.9","29","946"
1/16/2021 3:25:06 p. m.,"368","27.9","29","946"
1/16/2021 3:26:06 p. m.,"377","27.9","29","946"
1/16/2021 3:27:06 p. m.,"378","27.9","29","946"
1/16/2021 3:28:06 p. m.,"377","27.9","29","946"
1/16/2021 3:29:06 p. m.,"382","27.9","29","946"
1/16/2021 3:30:06 p. m.,"366","27.9","29","946"
1/16/2021 3:31:06 p. m.,"369","27.9","29","946"
1/16/2021 3:32:06 p. m.,"368","27.9","29","946"
1/16/2021 3:33:06 p. m.,"374","27.9","29","946"
1/16/2021 3:34:06 p. m.,"365","27.9","29","946"
1/16/2021 3:35:06 p. m.,"365","27.9","29","946"
1/16/2021 3:36:06 p. m.,"372","27.9","29","946"
1/16/2021 3:37:06 p. m.,"359","27.9","29","946"
1/16/2021 3:38:06 p. m.,"366","27.9","29","946"
1/16/2021 3:39:06 p. m.,"360","27.9","29","946"
1/16/2021 3:40:06 p. m.,"374","27.9","29","946"
1/16/2021 3:41:06 p. m.,"369","27.9","29","946"
1/16/2021 3:42:06 p. m.,"404","27.9","29","946"
1/16/2021 3:43:06 p. m.,"431","27.9","29","946"
1/16/2021 3:44:06 p. m.,"441","27.9","29","946"
1/16/2021 3:45:06 p. m.,"444","27.9","30","946"
1/16/2021 3:46:06 p. m.,"443","28.0","30","946"
1/16/2021 3:47:06 p. m.,"428","28.0","30","946"
1/16/2021 3:48:06 p. m.,"419","28.0","30","946"
1/16/2021 3:49:06 p. m.,"443","28.0","30","946"
1/16/2021 3:50:06 p. m.,"450","28.0","30","946"
1/16/2021 3:51:06 p. m.,"461","28.1","30","946"
1/16/2021 3:52:06 p. m.,"437","28.1","30","946"
1/16/2021 3:53:06 p. m.,"435","28.1","30","946"
1/16/2021 3:54:06 p. m.,"404","28.1","30","946"
1/16/2021 3:55:06 p. m.,"416","28.1","30","946"
1/16/2021 3:56:06 p. m.,"424","28.1","29","946"
1/16/2021 3:57:06 p. m.,"428","28.1","29","946"
1/16/2021 3:58:06 p. m.,"434","28.2","29","946"
1/16/2021 3:59:06 p. m.,"421","28.2","29","946"
1/16/2021 4:00:06 p. m.,"414","28.2","29","946"
1/16/2021 4:01:06 p. m.,"398","28.2","29","946"
1/16/2021 4:02:06 p. m.,"403","28.2","29","946"
1/16/2021 4:03:06 p. m.,"398","28.3","29","946"
1/16/2021 4:04:06 p. m.,"416","28.3","29","946"
1/16/2021 4:05:06 p. m.,"420","28.3","29","946"
1/16/2021 4:06:06 p. m.,"451","28.3","29","946"
1/16/2021 4:07:06 p. m.,"426","28.3","29","946"
1/16/2021 4:08:06 p. m.,"410","28.4","29","946"
1/16/2021 4:09:06 p. m.,"403","28.4","29","946"
1/16/2021 4:10:06 p. m.,"407","28.4","29","946"
1/16/2021 4:11:06 p. m.,"417","28.4","29","946"
1/16/2021 4:12:06 p. m.,"405","28.4","29","946"
1/16/2021 4:13:06 p. m.,"405","28.4","29","946"
1/16/2021 4:14:06 p. m.,"407","28.4","29","946"
1/16/2021 4:15:06 p. m.,"395","28.5","29","946"
1/16/2021 4:16:06 p. m.,"416","28.5","29","946"
1/16/2021 4:17:06 p. m.,"397","28.5","29","946"
1/16/2021 4:18:06 p. m.,"375","28.5","29","946"
1/16/2021 4:19:06 p. m.,"402","28.5","29","946"
1/16/2021 4:20:06 p. m.,"407","28.5","29","946"
1/16/2021 4:21:06 p. m.,"405","28.6","29","946"
1/16/2021 4:22:06 p. m.,"410","28.6","29","946"
1/16/2021 4:23:06 p. m.,"415","28.6","29","946"
1/16/2021 4:24:06 p. m.,"404","28.6","29","946"
1/16/2021 4:25:06 p. m.,"412","28.6","29","946"
1/16/2021 4:26:06 p. m.,"424","28.6","29","946"
1/16/2021 4:27:06 p. m.,"413","28.6","29","946"
1/16/2021 4:28:06 p. m.,"393","28.7","29","946"
1/16/2021 4:29:06 p. m.,"404","28.7","29","946"
1/16/2021 4:30:06 p. m.,"399","28.7","29","945"
1/16/2021 4:31:06 p. m.,"401","28.7","29","946"
1/16/2021 4:32:06 p. m.,"403","28.7","29","945"
1/16/2021 4:33:06 p. m.,"414","28.7","29","946"
1/16/2021 4:34:06 p. m.,"414","28.8","29","946"
1/16/2021 4:35:06 p. m.,"388","28.8","29","946"
1/16/2021 4:36:06 p. m.,"381","28.8","29","945"
1/16/2021 4:37:06 p. m.,"373","28.8","29","945"
1/16/2021 4:38:06 p. m.,"363","28.8","29","946"
1/16/2021 4:39:06 p. m.,"365","28.8","29","946"
1/16/2021 4:40:06 p. m.,"380","28.8","29","945"
1/16/2021 4:41:06 p. m.,"378","28.8","28","945"
1/16/2021 4:42:06 p. m.,"358","28.8","28","946"
1/16/2021 4:43:06 p. m.,"352","28.7","28","945"
1/16/2021 4:44:06 p. m.,"354","28.7","28","945"
1/16/2021 4:45:06 p. m.,"376","28.7","28","945"
1/16/2021 4:46:06 p. m.,"365","28.7","28","945"
1/16/2021 4:47:06 p. m.,"372","28.7","28","945"
1/16/2021 4:48:06 p. m.,"366","28.7","28","945"
1/16/2021 4:49:06 p. m.,"364","28.7","28","945"
1/16/2021 4:50:06 p. m.,"355","28.6","28","945"
1/16/2021 4:51:06 p. m.,"357","28.7","28","945"
1/16/2021 4:52:06 p. m.,"358","28.6","28","945"
1/16/2021 4:53:06 p. m.,"361","28.6","27","945"
1/16/2021 4:54:06 p. m.,"371","28.6","27","945"
1/16/2021 4:55:06 p. m.,"360","28.6","27","945"
1/16/2021 4:56:06 p. m.,"357","28.6","27","945"
1/16/2021 4:57:06 p. m.,"357","28.6","27","945"
1/16/2021 4:58:06 p. m.,"354","28.6","27","945"
1/16/2021 4:59:06 p. m.,"355","28.6","28","945"
1/16/2021 5:00:06 p. m.,"365","28.6","28","945"
1/16/2021 5:01:06 p. m.,"350","28.6","28","945"
1/16/2021 5:02:06 p. m.,"346","28.6","28","945"
1/16/2021 5:03:06 p. m.,"361","28.5","27","945"
1/16/2021 5:04:06 p. m.,"368","28.5","28","945"
1/16/2021 5:05:06 p. m.,"355","28.5","28","945"
1/16/2021 5:06:06 p. m.,"352","28.5","28","945"
1/16/2021 5:07:06 p. m.,"350","28.5","28","945"
1/16/2021 5:08:06 p. m.,"350","28.5","28","945"
1/16/2021 5:09:06 p. m.,"364","28.5","28","945"
1/16/2021 5:10:06 p. m.,"353","28.5","28","945"
1/16/2021 5:11:06 p. m.,"369","28.5","28","945"
1/16/2021 5:12:06 p. m.,"360","28.5","28","945"
1/16/2021 5:13:06 p. m.,"355","28.4","28","945"
1/16/2021 5:14:06 p. m.,"355","28.4","28","945"
1/16/2021 5:15:06 p. m.,"353","28.4","28","945"
1/16/2021 5:16:06 p. m.,"350","28.4","28","945"
1/16/2021 5:17:06 p. m.,"370","28.4","28","945"
1/16/2021 5:18:06 p. m.,"355","28.4","28","945"
1/16/2021 5:19:06 p. m.,"368","28.4","28","945"
1/16/2021 5:20:06 p. m.,"357","28.4","28","945"
1/16/2021 5:21:06 p. m.,"367","28.4","28","945"
1/16/2021 5:22:06 p. m.,"353","28.4","28","945"
1/16/2021 5:23:06 p. m.,"363","28.4","28","945"
1/16/2021 5:24:06 p. m.,"345","28.4","28","945"
1/16/2021 5:25:06 p. m.,"353","28.4","28","945"
1/16/2021 5:26:06 p. m.,"363","28.4","28","945"
1/16/2021 5:27:06 p. m.,"359","28.4","28","945"
1/16/2021 5:28:06 p. m.,"365","28.4","28","945"
1/16/2021 5:29:06 p. m.,"380","28.4","28","945"
1/16/2021 5:30:06 p. m.,"367","28.4","28","945"
1/16/2021 5:31:06 p. m.,"355","28.4","28","945"
1/16/2021 5:32:06 p. m.,"348","28.4","28","945"
1/16/2021 5:33:06 p. m.,"369","28.3","28","945"
1/16/2021 5:34:06 p. m.,"381","28.3","28","945"
1/16/2021 5:35:06 p. m.,"356","28.3","28","945"
1/16/2021 5:36:06 p. m.,"369","28.3","28","945"
1/16/2021 5:37:06 p. m.,"364","28.3","28","945"
1/16/2021 5:38:06 p. m.,"366","28.3","28","945"
1/16/2021 5:39:06 p. m.,"351","28.3","28","945"
1/16/2021 5:40:06 p. m.,"356","28.3","28","945"
1/16/2021 5:41:06 p. m.,"364","28.3","28","945"
1/16/2021 5:42:06 p. m.,"352","28.3","28","945"
1/16/2021 5:43:06 p. m.,"352","28.3","28","945"
1/16/2021 5:44:06 p. m.,"353","28.3","28","945"
1/16/2021 5:45:06 p. m.,"362","28.3","28","945"
1/16/2021 5:46:06 p. m.,"357","28.3","28","945"
1/16/2021 5:47:06 p. m.,"372","28.3","28","945"
1/16/2021 5:48:06 p. m.,"369","28.3","28","945"
1/16/2021 5:49:06 p. m.,"361","28.3","28","945"
1/16/2021 5:50:06 p. m.,"365","28.3","28","945"
1/16/2021 5:51:06 p. m.,"360","28.3","28","945"
1/16/2021 5:52:06 p. m.,"388","28.3","28","945"
1/16/2021 5:53:06 p. m.,"405","28.2","28","945"
1/16/2021 5:54:06 p. m.,"395","28.2","28","945"
1/16/2021 5:55:06 p. m.,"377","28.2","28","945"
1/16/2021 5:56:06 p. m.,"431","28.1","28","945"
1/16/2021 5:57:06 p. m.,"421","28.1","28","945"
1/16/2021 5:58:06 p. m.,"407","28.0","28","945"
1/16/2021 5:59:06 p. m.,"450","28.0","28","945"
1/16/2021 6:00:06 p. m.,"451","28.0","28","945"
1/16/2021 6:01:06 p. m.,"433","28.0","28","945"
1/16/2021 6:02:06 p. m.,"427","27.9","28","945"
1/16/2021 6:03:06 p. m.,"485","27.9","28","945"
1/16/2021 6:04:06 p. m.,"480","27.9","28","945"
1/16/2021 6:05:06 p. m.,"434","27.9","28","945"
1/16/2021 6:06:06 p. m.,"440","27.9","28","945"
1/16/2021 6:07:06 p. m.,"411","27.9","28","945"
1/16/2021 6:08:06 p. m.,"418","27.9","28","945"
1/16/2021 6:09:06 p. m.,"404","27.9","28","945"
1/16/2021 6:10:06 p. m.,"412","27.9","27","945"
1/16/2021 6:11:06 p. m.,"410","27.9","28","945"
1/16/2021 6:12:06 p. m.,"421","27.9","28","945"
1/16/2021 6:13:06 p. m.,"422","27.9","28","945"
1/16/2021 6:14:06 p. m.,"429","28.0","28","945"
1/16/2021 6:15:06 p. m.,"412","27.9","28","945"
1/16/2021 6:16:06 p. m.,"403","28.0","28","945"
1/16/2021 6:17:06 p. m.,"371","27.9","27","945"
1/16/2021 6:18:06 p. m.,"372","27.9","27","945"
1/16/2021 6:19:06 p. m.,"366","27.9","27","945"
1/16/2021 6:20:06 p. m.,"363","27.9","27","945"
1/16/2021 6:21:06 p. m.,"377","27.9","27","945"
1/16/2021 6:22:06 p. m.,"391","27.9","27","945"
1/16/2021 6:23:06 p. m.,"366","27.9","27","945"
1/16/2021 6:24:06 p. m.,"361","27.8","27","945"
1/16/2021 6:25:06 p. m.,"363","27.8","27","945"
1/16/2021 6:26:06 p. m.,"359","27.8","27","945"
1/16/2021 6:27:06 p. m.,"357","27.8","27","945"
1/16/2021 6:28:06 p. m.,"376","27.8","27","945"
1/16/2021 6:29:06 p. m.,"354","27.8","27","945"
1/16/2021 6:30:06 p. m.,"374","27.8","27","945"
1/16/2021 6:31:06 p. m.,"369","27.7","27","945"
1/16/2021 6:32:06 p. m.,"371","27.7","27","945"
1/16/2021 6:33:06 p. m.,"366","27.7","27","945"
1/16/2021 6:34:06 p. m.,"367","27.7","27","945"
1/16/2021 6:35:06 p. m.,"360","27.6","27","945"
1/16/2021 6:36:06 p. m.,"350","27.6","27","945"
1/16/2021 6:37:06 p. m.,"351","27.6","27","945"
1/16/2021 6:38:06 p. m.,"370","27.6","27","945"
1/16/2021 6:39:06 p. m.,"359","27.6","27","945"
1/16/2021 6:40:06 p. m.,"383","27.6","27","945"
1/16/2021 6:41:06 p. m.,"361","27.5","27","945"
1/16/2021 6:42:06 p. m.,"359","27.5","27","945"
1/16/2021 6:43:06 p. m.,"374","27.5","27","945"
1/16/2021 6:44:06 p. m.,"353","27.5","27","945"
1/16/2021 6:45:06 p. m.,"366","27.5","27","945"
1/16/2021 6:46:06 p. m.,"342","27.5","27","945"
1/16/2021 6:47:06 p. m.,"351","27.5","27","945"
1/16/2021 6:48:06 p. m.,"376","27.5","27","945"
1/16/2021 6:49:06 p. m.,"364","27.5","27","945"
1/16/2021 6:50:06 p. m.,"365","27.5","27","945"
1/16/2021 6:51:06 p. m.,"363","27.5","27","945"
1/16/2021 6:52:06 p. m.,"382","27.5","27","945"
1/16/2021 6:53:06 p. m.,"350","27.5","27","945"
1/16/2021 6:54:06 p. m.,"355","27.5","27","945"
1/16/2021 6:55:06 p. m.,"357","27.4","27","945"
1/16/2021 6:56:06 p. m.,"348","27.4","27","945"
1/16/2021 6:57:06 p. m.,"360","27.4","27","945"
1/16/2021 6:58:06 p. m.,"365","27.4","27","945"
1/16/2021 6:59:06 p. m.,"369","27.4","27","945"
1/16/2021 7:00:06 p. m.,"367","27.4","27","945"
1/16/2021 7:01:06 p. m.,"367","27.4","27","945"
1/16/2021 7:02:06 p. m.,"353","27.4","27","945"
1/16/2021 7:03:06 p. m.,"366","27.3","27","945"
1/16/2021 7:04:06 p. m.,"357","27.3","27","945"
1/16/2021 7:05:06 p. m.,"365","27.3","27","945"
1/16/2021 7:06:06 p. m.,"361","27.3","27","945"
1/16/2021 7:07:06 p. m.,"364","27.3","27","945"
1/16/2021 7:08:06 p. m.,"365","27.3","27","945"
1/16/2021 7:09:06 p. m.,"361","27.2","27","945"
1/16/2021 7:10:06 p. m.,"371","27.2","27","945"
1/16/2021 7:11:06 p. m.,"373","27.2","27","945"
1/16/2021 7:12:06 p. m.,"365","27.2","27","945"
1/16/2021 7:13:06 p. m.,"374","27.2","27","945"
1/16/2021 7:14:06 p. m.,"363","27.2","27","945"
1/16/2021 7:15:06 p. m.,"384","27.2","27","945"
1/16/2021 7:16:06 p. m.,"366","27.2","27","945"
1/16/2021 7:17:06 p. m.,"386","27.2","27","945"
1/16/2021 7:18:06 p. m.,"368","27.2","27","945"
1/16/2021 7:19:06 p. m.,"361","27.2","27","945"
1/16/2021 7:20:06 p. m.,"371","27.2","27","945"
1/16/2021 7:21:06 p. m.,"374","27.2","27","945"
1/16/2021 7:22:06 p. m.,"356","27.2","27","945"
1/16/2021 7:23:06 p. m.,"383","27.1","27","945"
1/16/2021 7:24:06 p. m.,"365","27.1","27","945"
1/16/2021 7:25:06 p. m.,"371","27.1","27","945"
1/16/2021 7:26:06 p. m.,"365","27.2","27","945"
1/16/2021 7:27:06 p. m.,"348","27.2","27","945"
1/16/2021 7:28:06 p. m.,"368","27.1","27","945"
1/16/2021 7:29:06 p. m.,"370","27.1","27","945"
1/16/2021 7:30:06 p. m.,"367","27.1","27","946"
1/16/2021 7:31:06 p. m.,"355","27.1","27","945"
1/16/2021 7:32:06 p. m.,"372","27.1","27","945"
1/16/2021 7:33:06 p. m.,"352","27.1","27","945"
1/16/2021 7:34:06 p. m.,"381","27.1","27","945"
1/16/2021 7:35:06 p. m.,"367","27.1","27","945"
1/16/2021 7:36:06 p. m.,"364","27.0","27","945"
1/16/2021 7:37:06 p. m.,"372","27.0","27","945"
1/16/2021 7:38:06 p. m.,"365","27.0","27","945"
1/16/2021 7:39:06 p. m.,"387","27.0","27","946"
1/16/2021 7:40:06 p. m.,"371","27.0","27","946"
1/16/2021 7:41:06 p. m.,"365","27.0","27","946"
1/16/2021 7:42:06 p. m.,"368","27.0","27","946"
1/16/2021 7:43:06 p. m.,"366","27.0","27","946"
1/16/2021 7:44:06 p. m.,"374","27.0","27","946"
1/16/2021 7:45:06 p. m.,"376","27.0","27","946"
1/16/2021 7:46:06 p. m.,"366","27.0","27","946"
1/16/2021 7:47:06 p. m.,"363","27.0","27","946"
1/16/2021 7:48:06 p. m.,"369","27.0","27","946"
1/16/2021 7:49:06 p. m.,"364","27.0","27","946"
1/16/2021 7:50:06 p. m.,"375","26.9","27","946"
1/16/2021 7:51:06 p. m.,"373","27.0","27","946"
1/16/2021 7:52:06 p. m.,"359","26.9","27","946"
1/16/2021 7:53:06 p. m.,"370","26.9","27","946"
1/16/2021 7:54:06 p. m.,"382","26.9","27","946"
1/16/2021 7:55:06 p. m.,"363","26.9","27","946"
1/16/2021 7:56:06 p. m.,"368","26.9","27","946"
1/16/2021 7:57:06 p. m.,"376","26.9","27","946"
1/16/2021 7:58:06 p. m.,"372","26.9","27","946"
1/16/2021 7:59:06 p. m.,"379","26.9","27","946"
1/16/2021 8:00:06 p. m.,"369","26.9","27","946"
1/16/2021 8:01:06 p. m.,"372","26.9","27","946"
1/16/2021 8:02:06 p. m.,"374","26.9","27","946"
1/16/2021 8:03:06 p. m.,"376","26.9","26","946"
1/16/2021 8:04:06 p. m.,"371","26.9","26","946"
1/16/2021 8:05:06 p. m.,"357","26.8","26","946"
1/16/2021 8:06:06 p. m.,"363","26.9","26","946"
1/16/2021 8:07:06 p. m.,"359","26.8","26","946"
1/16/2021 8:08:06 p. m.,"346","26.8","26","946"
1/16/2021 8:09:06 p. m.,"363","26.8","26","946"
1/16/2021 8:10:06 p. m.,"376","26.8","26","946"
1/16/2021 8:11:06 p. m.,"359","26.8","26","946"
1/16/2021 8:12:06 p. m.,"376","26.8","26","946"
1/16/2021 8:13:06 p. m.,"373","26.8","26","946"
1/16/2021 8:14:06 p. m.,"366","26.8","26","946"
1/16/2021 8:15:06 p. m.,"361","26.8","26","946"
1/16/2021 8:16:06 p. m.,"350","26.8","26","946"
1/16/2021 8:17:06 p. m.,"360","26.7","26","946"
1/16/2021 8:18:06 p. m.,"366","26.7","26","946"
1/16/2021 8:19:06 p. m.,"365","26.7","26","946"
1/16/2021 8:20:06 p. m.,"356","26.7","26","946"
1/16/2021 8:21:06 p. m.,"357","26.7","26","946"
1/16/2021 8:22:06 p. m.,"355","26.7","26","946"
1/16/2021 8:23:06 p. m.,"368","26.7","26","946"
1/16/2021 8:24:06 p. m.,"371","26.7","26","946"
1/16/2021 8:25:06 p. m.,"360","26.7","26","946"
1/16/2021 8:26:06 p. m.,"365","26.7","26","946"
